City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
129,Half Moon Bay,US,73.02,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
130,Mount Gambier,AU,58.91,broken clouds,-37.8333,140.7667,The Commodore
131,Coihaique,CL,46.35,broken clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
132,Saldanha,ZA,53.65,clear sky,-33.0117,17.9442,Blue Bay Lodge
133,Broken Hill,AU,58.71,clear sky,-31.95,141.4333,Royal Exchange Hotel
134,Coquimbo,CL,55.13,clear sky,-29.9533,-71.3436,Hotel San Juan
138,Taltal,CL,61.77,scattered clouds,-25.4,-70.4833,Residencial Karime
139,Atuona,PF,79.02,clear sky,-9.8,-139.0333,Villa Enata
140,Saint-Tite,CA,56.25,overcast clouds,46.7334,-72.5658,Gîte de l'Artiste
141,Aktash,RU,35.02,overcast clouds,50.3,87.7333,Yolki Zelonyye
142,Enid,US,79.02,clear sky,36.3956,-97.8784,Ramada by Wyndham Enid
143,Ust-Nera,RU,32.23,overcast clouds,64.5667,143.2,Hotel Ust-Nera
144,Shingu,JP,59.67,light rain,33.7333,135.9833,Shingu UI Hotel
145,Breves,BR,74.82,light rain,-1.6822,-50.4803,Hotel e Restaurante Grill
146,Nikolskoye,RU,37.8,overcast clouds,59.7035,30.7861,Tourist House - Sablino
147,Tuatapere,NZ,55.08,moderate rain,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
148,Indiaroba,BR,73.98,overcast clouds,-11.5192,-37.5117,Pura Vida Bahia
149,Ystad,SE,37.36,broken clouds,55.4297,13.8204,Continental du Sud
151,Matanzas,CU,81.36,few clouds,23.0411,-81.5775,Hostal Sueños
152,Jaguariaiva,BR,59.54,scattered clouds,-24.2511,-49.7058,San Juan Jaguariaíva
153,Vardo,NO,27.05,light snow,70.3705,31.1107,Vardø Hotel AS
154,Noumea,NC,80.58,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
155,Victoria,HK,74.32,light rain,22.2855,114.1577,Mini Hotel Central
156,Narasapur,IN,80.24,clear sky,16.45,81.6667,UDIPI HOTEL COMFORTINN
157,Barstow,US,90.59,clear sky,34.8986,-117.0228,"Motel 6 Barstow, CA"
158,Kismayo,SO,81.82,broken clouds,-0.3582,42.5454,Agan-Hotel
159,Thanh Hoa,VN,74.57,overcast clouds,19.8,105.7667,KHÁCH SẠN NGỌC LY 8
160,Nabire,ID,77.86,broken clouds,-3.3667,135.4833,Hotel Nusantara I
161,Maine-Soroa,NE,86.54,overcast clouds,13.2114,12.0241,Complexe
163,Hit,IQ,75.69,broken clouds,33.6416,42.8251,بيت ابو رباح
165,Lebu,CL,50.85,clear sky,-37.6167,-73.65,Hostal Las Lilas
167,Opelousas,US,82.87,broken clouds,30.5335,-92.0815,"Holiday Inn & Suites Opelousas, an IHG Hotel"
168,Saint George,US,85.24,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
169,Kenai,US,49.03,scattered clouds,60.5544,-151.2583,Aspen Extended Stay Suites
170,Correntina,BR,75.31,few clouds,-13.3433,-44.6367,Hotel Pousada dos Sonhos
171,Dalbandin,PK,83.88,scattered clouds,28.8947,64.4101,Sanjrani House
172,Bulawayo,ZW,59.54,clear sky,-20.15,28.5833,4 On Housman Backpackers
173,Kruisfontein,ZA,52.88,clear sky,-34.0033,24.7314,Oyster Bay House Rental
174,San Andres,CO,84.22,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
175,Mar Del Plata,AR,51.87,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
178,Jiazi,CN,70.32,overcast clouds,22.8779,116.067,Hotel Jin Hao
179,Castro,BR,60.69,broken clouds,-24.7911,-50.0119,CHACARA BAILLY
180,Sur,OM,87.33,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
181,Ribeira Grande,PT,62.42,scattered clouds,38.5167,-28.7,Quinta da Meia Eira
182,Port Lincoln,AU,60.53,few clouds,-34.7333,135.8667,Port Lincoln Hotel
183,Saint-Philippe,RE,74.79,few clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
185,Lagoa,PT,60.8,clear sky,39.05,-27.9833,Casa Das Faias
186,Kavaratti,IN,84.63,scattered clouds,10.5669,72.642,Hotels in Lakshadweep Islands
187,Barranca,PE,66.2,broken clouds,-10.75,-77.7667,El Olivar Hospedaje
188,Esperance,AU,53.44,clear sky,-33.8667,121.9,Hospitality Esperance
189,Asyut,EG,75.58,few clouds,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
190,Ylivieska,FI,29.32,overcast clouds,64.0833,24.55,hotel Käenpesä
191,Razole,IN,78.84,few clouds,16.4833,81.8333,Sterling Palavelli Godavari
192,Barrow,US,24.82,clear sky,71.2906,-156.7887,King Eider Inn
193,Pochutla,MX,82.81,clear sky,15.7432,-96.4661,Hotel Posada San Jose
194,Kahului,US,80.62,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
195,Finkenstein,AT,55.13,overcast clouds,46.5623,13.8709,Hotel Warmbaderhof
196,Padang,ID,77.05,overcast clouds,-0.9492,100.3543,Mercure Padang
197,Matara,LK,79.68,light rain,5.9485,80.5353,Amaloh Boutique Resort
198,Ponta Do Sol,PT,66.83,clear sky,32.6667,-17.1,Hotel do Campo
199,Fort Nelson,CA,47.79,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
200,General Pico,AR,53.62,clear sky,-35.6566,-63.7568,Euskadi Hotel
201,Calvia,ES,59.92,broken clouds,39.5657,2.5062,Castell Son Claret
202,Kodiak,US,40.51,moderate rain,57.79,-152.4072,Best Western Kodiak Inn And Convention Center
203,Lodwar,KE,84.56,overcast clouds,3.1191,35.5973,Solmar Gracious Hotel
204,Khatanga,RU,7.74,overcast clouds,71.9667,102.5,"""Khatanga"""
205,Waipawa,NZ,60.51,broken clouds,-41.4122,175.5153,Tora Coastal Walk
206,Zanjan,IR,52.18,broken clouds,36.6736,48.4787,Qasr Hotel
207,Black River,JM,80.51,broken clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
208,New Norfolk,AU,60.3,overcast clouds,-42.7826,147.0587,The Shingles Riverside Cottages
209,Erdenet,MN,46.76,overcast clouds,49.0333,104.0833,Erdenet hotel
210,Grand Gaube,MU,77.4,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
211,Te Anau,NZ,55.35,light rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
212,Yeniseysk,RU,36.82,light rain,58.4497,92.1703,"""Domino"""
213,Morant Bay,JM,82.02,few clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
214,Havoysund,NO,28.63,light snow,70.9963,24.6622,Arctic View Glamping & Restaurant
215,Avarua,CK,84.25,few clouds,-21.2078,-159.775,Paradise Inn
218,Ucluelet,CA,57.09,broken clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
221,Moerai,PF,78.26,broken clouds,-22.4333,-151.3333,Le Manotel
222,Petlawad,IN,82.74,clear sky,23.0,74.8,KBISTHN MUSLIM SAMAJ
223,Kharhial,IN,84.15,few clouds,20.2833,82.7667,Jeevan Chhaya
224,Pingshan,CN,67.15,moderate rain,22.9938,114.7131,Island Skylight Resort
225,Karpathos,GR,62.56,clear sky,35.507,27.2132,Alex
226,Surab,PK,68.25,clear sky,28.4914,66.2585,Bismillah Hotel
227,Codrington,AU,60.42,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
228,Krasnokamensk,RU,39.99,overcast clouds,50.0979,118.0369,Tsentral'naya
230,Ghanzi,BW,68.76,broken clouds,-21.5667,21.7833,Ghanzi Farmhouse
231,Hammerfest,NO,30.65,scattered clouds,70.6634,23.6821,Skytterhuset
232,Olinda,BR,80.33,broken clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
233,Ribeira Brava,PT,66.83,clear sky,32.65,-17.0667,Hotel do Campo
234,Sao Gabriel Da Cachoeira,BR,73.67,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
236,Kefamenanu,ID,75.06,broken clouds,-9.4467,124.4781,Sokowindo Losmen
237,Iquique,CL,62.64,few clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
238,North Bend,US,56.91,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
240,Zoniana,GR,55.65,clear sky,35.295,24.8294,Archontiko Manias
241,Aleksandrov Gay,RU,52.07,overcast clouds,50.147,48.5704,Gostinitsa
242,Carlagan,PH,80.82,overcast clouds,14.975,122.0456,Cabatagan Island
243,Westport,US,64.27,clear sky,41.1415,-73.3579,The Inn at Longshore
244,Moen,NO,30.92,broken clouds,69.1304,18.6123,Buktamo Eiendom AS
245,Itarema,BR,77.29,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
246,Caraballeda,VE,84.87,broken clouds,10.6112,-66.8522,Hotel 15 Letras
248,Umea,SE,30.13,few clouds,63.8284,20.2597,Hotel Avenue | ProfilHotels
249,Jian,CN,57.18,overcast clouds,27.1172,114.9793,Luling International Hotel
250,Port Keats,AU,81.03,few clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
251,Tank,PK,86.92,clear sky,32.2217,70.3793,Gula Jan Abdulai
252,Hobyo,SO,84.25,broken clouds,5.3505,48.5268,Iftin hotel hobyo
253,Markala,ML,96.42,broken clouds,13.7021,-6.0659,Hôtel Igor
254,Pangnirtung,CA,25.56,light snow,66.1451,-65.7125,Kilabuk Lodge
255,Port Hardy,CA,59.18,scattered clouds,50.6996,-127.4199,Airport Inn-Port Hardy
256,Guerrero Negro,MX,66.52,broken clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
257,Nanzhang,CN,56.71,overcast clouds,31.7765,111.8386,Longmenkezhan
258,Cabo San Lucas,MX,84.61,scattered clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
259,Mchinji,MW,57.24,clear sky,-13.7984,32.8802,Kayesa Inn
260,Porto Velho,BR,75.25,moderate rain,-8.7619,-63.9039,Ecos Hotel Conforto
261,Bethel,US,62.96,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
262,Oistins,BB,80.69,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
263,Sao Joao Da Barra,BR,74.44,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
264,Paka,MY,76.93,few clouds,4.6374,103.4368,RUMBIA RESORT VILLA Paka Terengganu
265,Volchikha,RU,59.29,scattered clouds,52.0333,80.3833,Gostinitsa
266,Salta,AR,59.59,overcast clouds,-24.7859,-65.4117,Hotel Alejandro I
267,Olafsvik,IS,44.1,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
268,Tlacotepec,MX,78.8,broken clouds,20.0667,-97.8667,RANCHO LA ILUSION
269,Priargunsk,RU,39.88,overcast clouds,50.3691,119.1012,24 Chasa
270,Ocos,GT,89.78,broken clouds,14.5094,-92.1933,Auto Hotel El Soñador
272,Kamariotissa,GR,57.96,broken clouds,40.4833,25.4667,Niki Beach
273,Vanimo,PG,81.48,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
274,Vao,NC,75.43,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
275,Tezu,IN,70.05,overcast clouds,27.9167,96.1667,Circuit House
276,Skjervoy,NO,32.0,light snow,70.0311,20.9714,Skjervøy fiskecamp AS
277,Antalaha,MG,72.05,clear sky,-14.9003,50.2788,Hotel Vitasoa
278,Bilma,NE,90.7,broken clouds,18.6853,12.9164,Expeditions Ténére voyages
279,Ponta Delgada,PT,64.51,few clouds,37.7333,-25.6667,Vila Nova Hotel
281,Kang,BW,60.98,clear sky,-23.6752,22.7876,Kang Ultra Stop
284,Biak,ID,77.52,overcast clouds,-0.9131,122.8766,Penginapan Kim
285,Altamont,US,59.77,broken clouds,42.2068,-121.7372,Microtel Inn & Suites by Wyndham Klamath Falls
287,Iquitos,PE,78.84,few clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
288,San Patricio,US,86.72,scattered clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
289,Kirksville,US,55.35,overcast clouds,40.1948,-92.5833,Budget Host-Village Inn
290,Villa Carlos Paz,AR,53.38,clear sky,-31.4241,-64.4978,Monte Carlo vcp
291,Ibra,OM,83.12,overcast clouds,22.6906,58.5334,مزرعة راحة النفوس المنزفة
292,Ilam,NP,62.76,overcast clouds,26.9167,87.9167,चियाबारी कटेज
293,Ferme-Neuve,CA,49.87,clear sky,46.7001,-75.4493,Pourvoirie Club Fontbrune Ltee
294,Prince George,CA,61.25,clear sky,53.9166,-122.753,Canadas Best Value Inn Prince George
295,Wanning,CN,76.42,moderate rain,18.8003,110.3967,Paradise Hotel
296,Moron,AR,57.96,overcast clouds,-34.6534,-58.6198,Hotel Morón
297,Kawhia,NZ,63.81,few clouds,-38.0651,174.8183,Kawhia Beachside Scape Holiday Park
298,Pisco,PE,66.25,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
299,Santa Rosa,PH,85.1,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
300,Garowe,SO,78.87,broken clouds,8.4054,48.4845,Curubo Hotel
301,Champerico,GT,90.14,broken clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
302,Stromness,GB,46.36,overcast clouds,58.965,-3.296,The Old Smokery
303,Trinidad,BO,80.58,broken clouds,-14.8333,-64.9,Hotel Piesta
304,Rockport,US,84.24,scattered clouds,28.0206,-97.0544,"Holiday Inn Express & Suites Rockport - Bay View, an IHG Hotel"
305,Bangkal,PH,80.53,overcast clouds,6.0667,121.0667,JB's Resort
306,Atakpame,TG,74.57,broken clouds,7.5333,1.1333,Hôtel sahélien
307,El Dorado,US,69.3,scattered clouds,38.7666,-120.5177,South Fork Group Campground
308,Altay,CN,50.85,overcast clouds,47.8667,88.1167,Jinqiao Hotel
309,San Jeronimo,PE,51.21,broken clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
310,Ulaanbaatar,MN,32.13,clear sky,47.9077,106.8832,The Blue Sky Hotel and Tower
311,Sayyan,YE,63.36,overcast clouds,15.1718,44.3244,ملاطف ابوحورية
313,Cazones,MX,89.4,clear sky,20.7167,-97.3167,Hotel paraíso
314,Nhulunbuy,AU,86.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
315,Presidencia Roque Saenz Pena,AR,62.28,broken clouds,-26.7852,-60.4388,Hotel Gualok
316,San Ignacio,BZ,96.94,few clouds,17.1561,-89.0714,Rainforest Haven Inn
317,Puerto Vallarta,MX,78.71,few clouds,20.6204,-105.2307,Sunset Plaza Beach Resort & Spa
318,Umm Lajj,SA,81.09,broken clouds,25.0213,37.2685,Moon light Furnished Units
319,Lethem,GY,81.34,broken clouds,3.3803,-59.7968,Savannah Inn
320,Cileunyi,ID,72.97,overcast clouds,-6.9389,107.7528,Amadda
321,Ferrenafe,PE,66.02,few clouds,-6.6389,-79.7889,Hospedaje Señor de Sicán
322,Hadishahr,AZ,54.09,broken clouds,38.8431,45.6635,هتل آپارتمان آرامیس
323,La Palma,US,88.95,clear sky,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
324,Chimore,BO,72.27,scattered clouds,-16.9833,-65.1333,Bichito
325,Uray,RU,31.08,scattered clouds,60.1247,64.7758,Hotel Pioner
326,Kargasok,RU,29.68,overcast clouds,59.0556,80.8572,Hotel Kargasok
327,Bani Walid,LY,60.75,scattered clouds,31.7566,13.9942,منزل مفتاح محمد الزلبي
328,Chute-Aux-Outardes,CA,40.98,overcast clouds,49.1168,-68.399,Camp St-Paul Gite Plein-Air
330,Saint-Georges,GD,80.28,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
331,Sabha,LY,80.92,scattered clouds,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
332,Jatiroto,ID,74.8,overcast clouds,-7.8833,111.1167,Mushola Al Huda
333,Young,UY,50.61,overcast clouds,-32.6833,-57.6333,Posada Gira el Sol
334,Dole,FR,48.11,clear sky,47.0833,5.5,Hôtel Restaurant Campanile Dole
336,Dawlatabad,AF,77.94,broken clouds,36.4141,64.9053,WASIM ASGAR KHAN
337,Kemijarvi,FI,25.3,overcast clouds,66.7131,27.4306,Hotelli Kemijärvi
338,Coahuayana,MX,84.88,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
340,Mandalgovi,MN,46.2,broken clouds,45.7625,106.2708,В.Ганбат
341,Invercargill,NZ,58.01,light rain,-46.4,168.35,Balmoral Lodge Motel
342,Sadao,TH,76.82,broken clouds,6.6388,100.4234,Banana Resort Sadao
343,Peresichna,UA,43.97,broken clouds,50.0241,35.9826,"Sanatoriy ""Berminvody"""
344,Haizhou,CN,52.99,broken clouds,34.5817,119.1289,Shiji Yuan International Hotel
345,Vila Velha,BR,78.75,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
346,Bitung,ID,83.25,overcast clouds,1.4451,125.1824,K2 Lembeh
347,Kamaishi,JP,47.68,light rain,39.2667,141.8833,Hotel Route Inn Kamaishi
348,Camopi,GF,72.84,scattered clouds,3.1655,-52.3158,La pousada
